"No.","Time","Source","Destination","Protocol","Length","Info"
"6014","4.973845","54.192.103.131","192.168.1.81","TLSv1.2","197","Application Data"
"6015","4.973847","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6016","4.973848","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6017","4.973849","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6018","4.973850","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6019","4.973880","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19363 Ack=883687 Win=158432 Len=0 TSval=247168837 TSecr=3719275262"
"6020","4.974021","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6021","4.974023","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6022","4.974024","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6023","4.974025","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6024","4.974026","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6025","4.974086","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6026","4.974088","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6027","4.974089","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"6028","4.974090","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6029","4.974090","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6030","4.974097","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19363 Ack=895271 Win=152768 Len=0 TSval=247168837 TSecr=3719275262"
"6031","4.974130","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19363 Ack=900100 Win=155200 Len=0 TSval=247168837 TSecr=3719275262"
"6032","4.974180","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6033","4.974181","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6034","4.974182","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6035","4.974363","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6036","4.974366","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6037","4.974367","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6038","4.974451","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19363 Ack=911684 Win=154240 Len=0 TSval=247168837 TSecr=3719275262"
"6039","4.975111","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6040","4.975113","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6041","4.975114","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6042","4.975115","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"6043","4.975116","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6044","4.975117","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6045","4.975118","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6046","4.975119","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6047","4.975119","54.192.103.131","192.168.1.81","TLSv1.2","275","Application Data"
"6048","4.975120","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6049","4.975172","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6050","4.975173","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6051","4.975174","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6052","4.975180","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19363 Ack=916513 Win=153728 Len=0 TSval=247168838 TSecr=3719275262"
"6053","4.975181","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19363 Ack=922514 Win=152576 Len=0 TSval=247168838 TSecr=3719275262"
"6054","4.975277","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=276171 Win=128160 Len=0 TSval=247168838 TSecr=3914829859"
"6055","4.975278","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=279067 Win=125280 Len=0 TSval=247168838 TSecr=3914829859"
"6056","4.975609","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=6768 Ack=279067 Win=131072 Len=0 TSval=247168838 TSecr=3914829859"
"6057","4.976449","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6058","4.976451","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6059","4.976452","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6060","4.976453","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6061","4.976454","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6062","4.976455","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6063","4.976456","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6064","4.976489","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=884255 Win=242560 Len=0 TSval=247168839 TSecr=3725459157"
"6065","4.976504","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=887151 Win=239648 Len=0 TSval=247168839 TSecr=3725459157"
"6066","4.976504","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=890047 Win=236768 Len=0 TSval=247168839 TSecr=3725459157"
"6067","4.976560","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6068","4.976563","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6069","4.976564","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6070","4.976565","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6071","4.976573","192.168.1.81","54.192.103.131","TLSv1.2","561","Application Data"
"6072","4.976578","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 59000 > 443 [ACK] Seq=14753 Ack=890047 Win=245440 Len=0 TSval=247168839 TSecr=3725459157"
"6073","4.976599","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=892943 Win=242560 Len=0 TSval=247168839 TSecr=3725459157"
"6074","4.976599","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 59000 > 443 [ACK] Seq=14753 Ack=892943 Win=245440 Len=0 TSval=247168839 TSecr=3725459157"
"6075","4.976760","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6076","4.976762","54.192.103.131","192.168.1.81","SSL","551","[SSL segment of a reassembled PDU]"
"6077","4.976781","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=897772 Win=243520 Len=0 TSval=247168839 TSecr=3725459157"
"6078","4.977440","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6079","4.977443","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6080","4.977444","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6081","4.977445","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6082","4.977446","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6083","4.977447","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6084","4.977448","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6085","4.977449","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6086","4.977545","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6087","4.977546","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6088","4.977547","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6089","4.977548","54.192.103.131","192.168.1.81","SSL","551","[SSL segment of a reassembled PDU]"
"6090","4.977589","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6091","4.977591","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6092","4.977592","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6093","4.977599","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=909356 Win=242560 Len=0 TSval=247168840 TSecr=3725459157"
"6094","4.977599","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=914185 Win=240608 Len=0 TSval=247168840 TSecr=3725459157"
"6095","4.977604","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=281963 Win=129600 Len=0 TSval=247168840 TSecr=3914829859"
"6096","4.977617","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=284859 Win=126720 Len=0 TSval=247168840 TSecr=3914829859"
"6097","4.977678","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=6768 Ack=284859 Win=131072 Len=0 TSval=247168840 TSecr=3914829859"
"6098","4.977735","54.192.103.131","192.168.1.81","TLSv1.2","1514","Application Data"
"6099","4.977738","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6100","4.977739","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6101","4.977739","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6102","4.977740","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6103","4.977771","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=287755 Win=128160 Len=0 TSval=247168840 TSecr=3914829859"
"6104","4.977771","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=290651 Win=125280 Len=0 TSval=247168840 TSecr=3914829859"
"6105","4.977778","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=292099 Win=131072 Len=0 TSval=247168840 TSecr=3914829859"
"6106","4.977864","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6107","4.977867","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6108","4.977868","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6109","4.977869","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6110","4.977896","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=294995 Win=128160 Len=0 TSval=247168840 TSecr=3914829859"
"6111","4.977901","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=296443 Win=131072 Len=0 TSval=247168840 TSecr=3914829859"
"6112","4.978045","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6113","4.978047","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6114","4.978786","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6115","4.978788","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6116","4.978789","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6117","4.978789","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6118","4.978790","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6119","4.978791","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6120","4.978792","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6121","4.978793","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6122","4.978794","54.192.103.131","192.168.1.81","SSL","551","[SSL segment of a reassembled PDU]"
"6123","4.978863","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6124","4.978866","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6125","4.978872","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=925769 Win=238208 Len=0 TSval=247168841 TSecr=3725459157"
"6126","4.978872","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=930598 Win=233376 Len=0 TSval=247168841 TSecr=3725459157"
"6127","4.978978","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6128","4.978981","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6129","4.978982","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6130","4.978983","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6131","4.978983","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6132","4.979158","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6133","4.979161","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6134","4.979162","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6135","4.979163","54.192.103.131","192.168.1.81","SSL","1501","[SSL segment of a reassembled PDU]"
"6136","4.979258","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6137","4.979260","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6138","4.979302","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=942182 Win=244000 Len=0 TSval=247168841 TSecr=3725459157"
"6139","4.979302","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=946513 Win=241120 Len=0 TSval=247168841 TSecr=3725459157"
"6140","4.979913","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6141","4.979914","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6142","4.979915","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6143","4.979916","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6144","4.979917","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6145","4.979918","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6146","4.979919","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6147","4.979942","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=958097 Win=236768 Len=0 TSval=247168842 TSecr=3725459157"
"6148","4.980015","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6149","4.980017","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6150","4.980018","54.192.103.131","192.168.1.81","SSL","551","[SSL segment of a reassembled PDU]"
"6151","4.980019","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6152","4.980043","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=962926 Win=242080 Len=0 TSval=247168842 TSecr=3725459157"
"6153","4.980151","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6154","4.980153","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6155","4.980154","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6156","4.980155","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6157","4.980156","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6158","4.980331","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6159","4.980333","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6160","4.980334","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6161","4.980373","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=974510 Win=242560 Len=0 TSval=247168842 TSecr=3725459157"
"6162","4.981031","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6163","4.981033","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6164","4.981034","54.192.103.131","192.168.1.81","SSL","551","[SSL segment of a reassembled PDU]"
"6165","4.981035","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6166","4.981036","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6167","4.981037","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6168","4.981038","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6169","4.981066","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=979339 Win=242080 Len=0 TSval=247168843 TSecr=3725459157"
"6170","4.981171","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6171","4.981172","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6172","4.981173","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6173","4.981174","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6174","4.981175","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6175","4.981200","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=990923 Win=239648 Len=0 TSval=247168843 TSecr=3725459157"
"6176","4.981313","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6177","4.981314","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6178","4.981315","54.192.103.131","192.168.1.81","SSL","551","[SSL segment of a reassembled PDU]"
"6179","4.981316","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6180","4.981316","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6181","4.981317","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6182","4.981340","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=995752 Win=242080 Len=0 TSval=247168843 TSecr=3725459157"
"6183","4.981422","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6184","4.981424","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6185","4.982436","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6186","4.982439","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6187","4.982441","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6188","4.982442","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6189","4.982443","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6190","4.982445","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6191","4.982446","54.192.103.131","192.168.1.81","SSL","551","[SSL segment of a reassembled PDU]"
"6192","4.982513","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=1007336 Win=241120 Len=0 TSval=247168844 TSecr=3725459157"
"6193","4.982513","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=1012165 Win=240608 Len=0 TSval=247168844 TSecr=3725459157"
"6194","4.983141","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6195","4.983142","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6196","4.983143","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6197","4.983144","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6198","4.983146","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6199","4.983147","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6200","4.983148","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6201","4.983175","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=19441 Ack=889577 Win=136096 Len=0 TSval=247168844 TSecr=3719275263"
"6202","4.983175","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=19441 Ack=889577 Win=139008 Len=0 TSval=247168844 TSecr=3719275263"
"6203","4.983182","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=19441 Ack=892473 Win=136096 Len=0 TSval=247168844 TSecr=3719275263"
"6204","4.983182","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=19441 Ack=892473 Win=139008 Len=0 TSval=247168844 TSecr=3719275263"
"6205","4.983196","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=19441 Ack=893921 Win=139008 Len=0 TSval=247168844 TSecr=3719275263"
"6206","4.983196","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=19441 Ack=896817 Win=136096 Len=0 TSval=247168844 TSecr=3719275263"
"6207","4.983256","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6208","4.983258","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6209","4.983259","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6210","4.983260","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6211","4.983262","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"6212","4.983284","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=19441 Ack=903094 Win=132736 Len=0 TSval=247168844 TSecr=3719275263"
"6213","4.983450","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6214","4.983453","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6215","4.984154","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6216","4.984156","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6217","4.984157","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6218","4.984157","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6219","4.984159","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6220","4.984160","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6221","4.984161","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6222","4.984162","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6223","4.984163","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6224","4.984164","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"6225","4.984205","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6226","4.984206","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6227","4.984214","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=19441 Ack=914678 Win=134656 Len=0 TSval=247168845 TSecr=3719275263"
"6228","4.984214","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=19441 Ack=919507 Win=137088 Len=0 TSval=247168845 TSecr=3719275263"
"6229","4.984312","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6230","4.984314","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6231","4.984315","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6232","4.984316","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6233","4.984461","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6234","4.985196","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6235","4.985197","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6236","4.985198","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6237","4.985199","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6238","4.985200","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"6239","4.985200","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6240","4.985201","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6241","4.985202","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6242","4.985252","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6243","4.985254","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6244","4.985259","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=19441 Ack=931091 Win=137568 Len=0 TSval=247168846 TSecr=3719275263"
"6245","4.985259","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=19441 Ack=935920 Win=138528 Len=0 TSval=247168846 TSecr=3719275263"
"6246","4.985387","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6247","4.985389","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6248","4.985389","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6249","4.985390","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6250","4.985391","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6251","4.985407","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=19441 Ack=947504 Win=134656 Len=0 TSval=247168846 TSecr=3719275263"
"6252","4.985571","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6253","4.985573","54.192.103.131","192.168.1.81","TLSv1.2","198","Application Data"
"6254","4.985591","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=19441 Ack=951980 Win=137440 Len=0 TSval=247168847 TSecr=3719275263"
"6255","4.987899","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
