"No.","Time","Source","Destination","Protocol","Length","Info"
"6360","12.579798000","172.20.7.83","104.87.131.106","TCP","66","57202 > 80 [ACK] Seq=1 Ack=1 Win=131296 Len=0 TSval=1626200059 TSecr=1195812332"
"6361","12.580153000","104.87.131.106","172.20.7.83","TCP","74","80 > 57203 [SYN, ACK] Seq=0 Ack=1 Win=28240 Len=0 MSS=1424 SACK_PERM=1 TSval=1003622379 TSecr=1626200024 WS=32"
"6362","12.580196000","172.20.7.83","104.87.131.106","TCP","66","57203 > 80 [ACK] Seq=1 Ack=1 Win=131296 Len=0 TSval=1626200059 TSecr=1003622379"
"6363","12.581865000","104.87.131.106","172.20.7.83","TCP","74","443 > 57204 [SYN, ACK] Seq=0 Ack=1 Win=28240 Len=0 MSS=1424 SACK_PERM=1 TSval=1003622381 TSecr=1626200027 WS=32"
"6364","12.581932000","172.20.7.83","104.87.131.106","TCP","66","57204 > 443 [ACK] Seq=1 Ack=1 Win=131296 Len=0 TSval=1626200061 TSecr=1003622381"
"6365","12.582076000","104.87.131.106","172.20.7.83","TCP","74","443 > 57205 [SYN, ACK] Seq=0 Ack=1 Win=28240 Len=0 MSS=1424 SACK_PERM=1 TSval=1003622381 TSecr=1626200027 WS=32"
"6366","12.582095000","172.20.7.83","104.87.131.106","TLSv1.2","583","Client Hello"
"6367","12.582146000","172.20.7.83","104.87.131.106","TCP","66","57205 > 443 [ACK] Seq=1 Ack=1 Win=131296 Len=0 TSval=1626200061 TSecr=1003622381"
"6368","12.582320000","172.20.7.83","104.87.131.106","TLSv1.2","583","Client Hello"
"6369","12.583454000","74.125.228.237","172.20.7.83","TLSv1.2","112","Application Data"
"6370","12.583538000","172.20.7.83","74.125.228.237","TCP","66","57060 > 443 [ACK] Seq=3888 Ack=1800 Win=131008 Len=0 TSval=1626200062 TSecr=226524565"
"6371","12.583677000","74.125.228.237","172.20.7.83","TLSv1.2","104","Application Data"
"6372","12.583679000","74.125.228.237","172.20.7.83","TLSv1.2","112","Application Data"
"6373","12.583719000","172.20.7.83","74.125.228.237","TCP","66","57060 > 443 [ACK] Seq=3888 Ack=1838 Win=131008 Len=0 TSval=1626200062 TSecr=226524565"
"6374","12.583770000","172.20.7.83","74.125.228.237","TCP","66","57060 > 443 [ACK] Seq=3888 Ack=1884 Win=130976 Len=0 TSval=1626200062 TSecr=226524565"
"6375","12.584002000","172.20.7.83","74.125.228.237","TLSv1.2","112","Application Data"
"6376","12.584893000","216.58.216.194","172.20.7.83","TCP","74","80 > 57206 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=3192828122 TSecr=1626200032 WS=128"
"6377","12.584966000","172.20.7.83","216.58.216.194","TCP","66","57206 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626200063 TSecr=3192828122"
"6378","12.585357000","172.20.7.83","216.58.216.194","HTTP","1036","GET /pagead/gen_204?id=wfocus&gqid=&qqid=CLX1quiFvMgCFc9KXgod-HwC6Q&bgload=1 HTTP/1.1 "
"6379","12.596199000","216.58.216.194","172.20.7.83","TLSv1.2","113","Application Data"
"6380","12.596276000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9020 Ack=108259 Win=4094 Len=0 TSval=1626200074 TSecr=3192841617"
"6381","12.597505000","216.58.216.194","172.20.7.83","TLSv1.2","104","Application Data"
"6382","12.597509000","216.58.216.194","172.20.7.83","TLSv1.2","112","Application Data"
"6383","12.597584000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9020 Ack=108297 Win=4094 Len=0 TSval=1626200075 TSecr=3192841617"
"6384","12.597584000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9020 Ack=108343 Win=4093 Len=0 TSval=1626200075 TSecr=3192841617"
"6385","12.598169000","172.20.7.83","216.58.216.194","TLSv1.2","112","Application Data"
"6386","12.616564000","172.20.7.83","173.192.220.64","HTTP","465","GET /site/20087?ret=js&jscb=STRBKCallback&_=1444622403521 HTTP/1.1 "
"6387","12.623029000","216.58.216.194","172.20.7.83","TCP","66","80 > 57206 [ACK] Seq=1 Ack=971 Win=44544 Len=0 TSval=3192828160 TSecr=1626200063"
"6388","12.625440000","96.17.161.131","172.20.7.83","TCP","66","80 > 57201 [ACK] Seq=292 Ack=506 Win=15552 Len=0 TSval=2041854540 TSecr=1626200053"
"6389","12.626882000","119.254.11.66","172.20.7.83","ICMP","94","Destination unreachable (Host administratively prohibited)"
"6390","12.633816000","104.87.131.106","172.20.7.83","TCP","66","443 > 57205 [ACK] Seq=1 Ack=518 Win=29312 Len=0 TSval=1003622432 TSecr=1626200061"
"6391","12.634011000","104.87.131.106","172.20.7.83","TCP","66","443 > 57204 [ACK] Seq=1 Ack=518 Win=29312 Len=0 TSval=1003622432 TSecr=1626200061"
"6392","12.634362000","104.87.131.106","172.20.7.83","TLSv1.2","218","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"6393","12.634421000","172.20.7.83","104.87.131.106","TCP","66","57205 > 443 [ACK] Seq=518 Ack=153 Win=131136 Len=0 TSval=1626200109 TSecr=1003622432"
"6394","12.634567000","172.20.7.83","104.87.131.106","TLSv1.2","117","Change Cipher Spec, Hello Request, Hello Request"
"6395","12.634622000","104.87.131.106","172.20.7.83","TLSv1.2","218","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"6396","12.634656000","172.20.7.83","104.87.131.106","TCP","66","57204 > 443 [ACK] Seq=518 Ack=153 Win=131136 Len=0 TSval=1626200109 TSecr=1003622432"
"6397","12.634942000","216.58.216.194","172.20.7.83","HTTP","534","HTTP/1.1 204 No Content "
"6398","12.634984000","172.20.7.83","216.58.216.194","TCP","66","57206 > 80 [ACK] Seq=971 Ack=469 Win=131392 Len=0 TSval=1626200110 TSecr=3192828172"
"6399","12.635592000","172.20.7.83","104.87.131.106","TLSv1.2","117","Change Cipher Spec, Hello Request, Hello Request"
"6400","12.640042000","172.20.7.83","173.192.220.64","HTTP","474","GET /site/20214?limit=1&phint=user%3Dtrue HTTP/1.1 "
"6401","12.643024000","74.125.228.237","172.20.7.83","TCP","66","443 > 57060 [ACK] Seq=1884 Ack=3934 Win=54784 Len=0 TSval=226524625 TSecr=1626200062"
"6402","12.646000000","173.192.220.64","172.20.7.83","TCP","54","80 > 56946 [ACK] Seq=29692 Ack=1465 Win=8190 Len=0"
"6403","12.673800000","216.58.216.194","172.20.7.83","TCP","66","443 > 55992 [ACK] Seq=108343 Ack=9066 Win=964 Len=0 TSval=3192841697 TSecr=1626200075"
"6404","12.697195000","172.20.7.83","104.87.131.106","TLSv1.2","1325","Application Data"
"6405","12.705733000","172.20.7.83","216.58.216.206","TLSv1.2","194","Application Data"
"6406","12.705804000","172.20.7.83","216.58.216.206","TLSv1.2","112","Application Data"
"6407","12.705805000","172.20.7.83","216.58.216.206","TCP","1484","[TCP segment of a reassembled PDU]"
"6408","12.705805000","172.20.7.83","216.58.216.206","TCP","1484","[TCP segment of a reassembled PDU]"
"6409","12.705806000","172.20.7.83","216.58.216.206","TLSv1.2","120","Application Data"
"6410","12.716995000","104.87.131.106","172.20.7.83","TCP","66","443 > 57205 [ACK] Seq=153 Ack=569 Win=29312 Len=0 TSval=1003622520 TSecr=1626200109"
"6411","12.718057000","104.87.131.106","172.20.7.83","TCP","66","443 > 57204 [ACK] Seq=153 Ack=569 Win=29312 Len=0 TSval=1003622521 TSecr=1626200110"
"6412","12.721036000","173.192.220.64","172.20.7.83","TCP","54","80 > 56947 [ACK] Seq=579 Ack=843 Win=8190 Len=0"
"6413","12.739910000","104.87.131.106","172.20.7.83","TCP","66","443 > 57189 [ACK] Seq=153 Ack=1828 Win=31840 Len=0 TSval=1003622540 TSecr=1626200169"
"6414","12.739914000","104.87.131.106","172.20.7.83","TLSv1.2","360","Application Data"
"6415","12.740001000","172.20.7.83","104.87.131.106","TCP","66","57189 > 443 [ACK] Seq=1828 Ack=447 Win=130848 Len=0 TSval=1626200209 TSecr=1003622541"
"6416","12.740781000","216.58.216.206","172.20.7.83","TCP","66","443 > 56032 [ACK] Seq=1 Ack=129 Win=1103 Len=0 TSval=3192837979 TSecr=1626200177"
"6417","12.740857000","172.20.7.83","216.58.216.206","TCP","1484","[TCP segment of a reassembled PDU]"
"6418","12.741090000","216.58.216.206","172.20.7.83","TCP","66","443 > 56032 [ACK] Seq=1 Ack=175 Win=1103 Len=0 TSval=3192837979 TSecr=1626200177"
"6419","12.742013000","216.58.216.206","172.20.7.83","TLSv1.2","112","Application Data"
"6420","12.742017000","216.58.216.206","172.20.7.83","TCP","66","443 > 56032 [ACK] Seq=47 Ack=3011 Win=1147 Len=0 TSval=3192837980 TSecr=1626200177"
"6421","12.742085000","172.20.7.83","216.58.216.206","TCP","312","[TCP segment of a reassembled PDU]"
"6422","12.742149000","172.20.7.83","216.58.216.206","TLSv1.2","1484","Application Data"
"6423","12.742150000","172.20.7.83","216.58.216.206","TCP","1484","[TCP segment of a reassembled PDU]"
"6424","12.742151000","172.20.7.83","216.58.216.206","TLSv1.2","1484","Application Data"
"6425","12.742151000","172.20.7.83","216.58.216.206","TLSv1.2","154","Application Data"
"6426","12.744580000","119.254.11.66","172.20.7.83","TCP","546","80 > 56725 [PSH, ACK] Seq=130537 Ack=379 Win=66608 Len=480 TSval=3632286100 TSecr=1626199897"
"6427","12.744655000","172.20.7.83","119.254.11.66","TCP","66","56725 > 80 [ACK] Seq=379 Ack=131017 Win=130592 Len=0 TSval=1626200213 TSecr=3632286100"
"6429","12.747047000","172.20.7.83","211.14.21.29","TCP","78","57207 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200215 TSecr=0 SACK_PERM=1"
"6430","12.750889000","216.58.216.194","172.20.7.83","TLSv1.2","126","Application Data"
"6431","12.750962000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9066 Ack=108403 Win=4094 Len=0 TSval=1626200219 TSecr=3192841774"
"6432","12.751101000","216.58.216.194","172.20.7.83","TLSv1.2","1484","Application Data"
"6433","12.751155000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9066 Ack=109821 Win=4049 Len=0 TSval=1626200219 TSecr=3192841774"
"6434","12.751420000","216.58.216.194","172.20.7.83","TLSv1.2","1484","Application Data"
"6435","12.751449000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9066 Ack=111239 Win=4005 Len=0 TSval=1626200219 TSecr=3192841774"
"6436","12.751558000","216.58.216.194","172.20.7.83","TLSv1.2","1484","Application Data"
"6437","12.751560000","216.58.216.194","172.20.7.83","TLSv1.2","1484","Application Data"
"6438","12.751592000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9066 Ack=112657 Win=3961 Len=0 TSval=1626200219 TSecr=3192841774"
"6439","12.751592000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9066 Ack=114075 Win=3916 Len=0 TSval=1626200219 TSecr=3192841774"
"6440","12.751707000","216.58.216.194","172.20.7.83","TLSv1.2","1484","Application Data"
"6441","12.751709000","216.58.216.194","172.20.7.83","TLSv1.2","1484","Application Data"
"6442","12.751746000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9066 Ack=115493 Win=3872 Len=0 TSval=1626200219 TSecr=3192841774"
"6443","12.751746000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9066 Ack=116911 Win=3828 Len=0 TSval=1626200219 TSecr=3192841774"
"6444","12.751810000","216.58.216.194","172.20.7.83","TLSv1.2","1484","Application Data"
"6445","12.751812000","216.58.216.194","172.20.7.83","TLSv1.2","888","Application Data"
"6446","12.751841000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9066 Ack=118329 Win=3783 Len=0 TSval=1626200219 TSecr=3192841774"
"6447","12.751841000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9066 Ack=119151 Win=3758 Len=0 TSval=1626200219 TSecr=3192841774"
"6448","12.751962000","216.58.216.194","172.20.7.83","TLSv1.2","112","Application Data"
"6449","12.751991000","172.20.7.83","216.58.216.194","TCP","66","55992 > 443 [ACK] Seq=9066 Ack=119197 Win=3756 Len=0 TSval=1626200220 TSecr=3192841774"
"6450","12.752601000","172.20.7.83","216.58.216.194","TCP","66","[TCP Window Update] 55992 > 443 [ACK] Seq=9066 Ack=119197 Win=4096 Len=0 TSval=1626200220 TSecr=3192841774"
"6451","12.753337000","172.20.7.83","216.58.216.194","TLSv1.2","112","Application Data"
"6452","12.776754000","216.58.216.206","172.20.7.83","TCP","66","443 > 56032 [ACK] Seq=47 Ack=4483 Win=1169 Len=0 TSval=3192838015 TSecr=1626200177"
"6453","12.777456000","216.58.216.206","172.20.7.83","TCP","66","443 > 56032 [ACK] Seq=47 Ack=6147 Win=1214 Len=0 TSval=3192838015 TSecr=1626200210"
"6454","12.777766000","216.58.216.206","172.20.7.83","TCP","66","443 > 56032 [ACK] Seq=47 Ack=8983 Win=1258 Len=0 TSval=3192838016 TSecr=1626200210"
"6455","12.788696000","216.58.216.194","172.20.7.83","TCP","66","443 > 55992 [ACK] Seq=119197 Ack=9112 Win=964 Len=0 TSval=3192841812 TSecr=1626200221"
"6456","12.799132000","106.39.164.166","172.20.7.83","HTTP","329","HTTP/1.1 302 Moved Temporarily "
"6457","12.799221000","172.20.7.83","106.39.164.166","TCP","54","57196 > 80 [ACK] Seq=588 Ack=277 Win=261856 Len=0"
"6458","12.800454000","172.20.7.83","106.39.164.166","TCP","54","57196 > 80 [FIN, ACK] Seq=588 Ack=277 Win=262144 Len=0"
"6460","12.818444000","216.58.216.206","172.20.7.83","TCP","66","443 > 56032 [ACK] Seq=47 Ack=9071 Win=1258 Len=0 TSval=3192838056 TSecr=1626200210"
"6462","12.826721000","172.20.7.83","61.135.185.179","TCP","78","57208 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200292 TSecr=0 SACK_PERM=1"
"6463","12.860375000","173.192.220.64","172.20.7.83","HTTP","632","HTTP/1.1 200 OK  (GIF89a) (GIF89a) (image/gif)"
"6464","12.860468000","172.20.7.83","173.192.220.64","TCP","54","56947 > 80 [ACK] Seq=843 Ack=1157 Win=65535 Len=0"
"6465","12.873268000","172.20.7.83","211.14.21.29","TCP","78","57209 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200337 TSecr=0 SACK_PERM=1"
"6466","12.874648000","172.20.7.83","119.254.11.66","TCP","66","56725 > 80 [FIN, ACK] Seq=379 Ack=131017 Win=131072 Len=0 TSval=1626200338 TSecr=3632286100"
"6467","12.874802000","172.20.7.83","69.25.24.26","TCP","78","57210 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200338 TSecr=0 SACK_PERM=1"
"6468","12.874941000","172.20.7.83","104.87.131.106","TCP","66","57202 > 80 [FIN, ACK] Seq=1 Ack=1 Win=131296 Len=0 TSval=1626200338 TSecr=1195812332"
"6470","12.875329000","172.20.7.83","104.87.131.106","TCP","66","57203 > 80 [FIN, ACK] Seq=1 Ack=1 Win=131296 Len=0 TSval=1626200338 TSecr=1003622379"
"6472","12.875543000","172.20.7.83","216.58.216.194","TCP","66","57206 > 80 [FIN, ACK] Seq=971 Ack=469 Win=131392 Len=0 TSval=1626200338 TSecr=3192828172"
"6474","12.875745000","172.20.7.83","8.43.72.52","TCP","66","57040 > 80 [FIN, ACK] Seq=5125 Ack=3640 Win=131072 Len=0 TSval=1626200339 TSecr=400620505"
"6476","12.875978000","172.20.7.83","211.152.122.165","TCP","54","56806 > 80 [FIN, ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6478","12.876209000","172.20.7.83","211.152.122.165","TCP","54","56808 > 80 [FIN, ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6480","12.876455000","172.20.7.83","198.8.70.212","TCP","66","57110 > 80 [FIN, ACK] Seq=3846 Ack=1538 Win=131072 Len=0 TSval=1626200339 TSecr=3146090725"
"6483","12.886561000","172.20.7.83","208.71.122.1","TCP","78","57211 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200349 TSecr=0 SACK_PERM=1"
"6485","12.887784000","172.20.7.83","66.150.118.12","TCP","78","57212 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200350 TSecr=0 SACK_PERM=1"
"6487","12.888068000","172.20.7.83","54.84.228.233","TCP","78","57213 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200350 TSecr=0 SACK_PERM=1"
"6489","12.890283000","172.20.7.83","52.4.34.161","TCP","78","57214 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200352 TSecr=0 SACK_PERM=1"
"6491","12.892028000","172.20.7.83","72.251.229.242","TCP","78","57215 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200353 TSecr=0 SACK_PERM=1"
"6493","12.897786000","172.20.7.83","54.172.55.84","TCP","78","57216 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200358 TSecr=0 SACK_PERM=1"
"6494","12.905082000","54.84.228.233","172.20.7.83","TCP","74","443 > 57213 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=668952308 TSecr=1626200350 WS=256"
"6495","12.905183000","172.20.7.83","54.84.228.233","TCP","66","57213 > 443 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626200365 TSecr=668952308"
"6496","12.905408000","172.20.7.83","54.84.228.233","TLSv1.2","583","Client Hello"
"6497","12.909231000","72.251.229.242","172.20.7.83","TCP","74","80 > 57215 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 TSval=1513393659 TSecr=1626200353 SACK_PERM=1"
"6498","12.909321000","172.20.7.83","72.251.229.242","TCP","66","57215 > 80 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=1626200368 TSecr=1513393659"
"6499","12.909566000","172.20.7.83","72.251.229.242","HTTP","665","GET /load?_kdpid=e4942ff0-4070-4896-a7ef-e6a5a30ce9f9&buid=KFrQH57Y&p=204&g=270&j=0 HTTP/1.1 "
"6501","12.910586000","216.58.216.194","172.20.7.83","TCP","66","80 > 57206 [FIN, ACK] Seq=469 Ack=972 Win=44544 Len=0 TSval=3192828448 TSecr=1626200338"
"6502","12.910599000","172.20.7.83","107.22.237.47","TCP","78","57217 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200369 TSecr=0 SACK_PERM=1"
"6503","12.910658000","172.20.7.83","216.58.216.194","TCP","66","57206 > 80 [ACK] Seq=972 Ack=470 Win=131392 Len=0 TSval=1626200369 TSecr=3192828448"
"6504","12.915224000","54.172.55.84","172.20.7.83","TCP","74","80 > 57216 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=2510607306 TSecr=1626200358 WS=256"
"6505","12.915319000","172.20.7.83","54.172.55.84","TCP","66","57216 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626200373 TSecr=2510607306"
"6506","12.915503000","172.20.7.83","54.172.55.84","HTTP","686","GET /e/getdata.xgi?dt=br&pkey=gpwn29rvapq62&ru=http://beacon.krxd.net/data.gif?_kuid%3DKFrQH57Y%26_kdpid%3D2dd640a6-6ebd-4d4f-af30-af8baa441a0d%26dlxid%3D%3Cna_id%3E%26dlxdata%3D%3Cna_da%3E HTTP/1.1 "
"6507","12.920959000","8.43.72.52","172.20.7.83","TCP","66","80 > 57040 [FIN, ACK] Seq=3640 Ack=5126 Win=17376 Len=0 TSval=400621492 TSecr=1626200339"
"6508","12.921242000","52.4.34.161","172.20.7.83","TCP","74","80 > 57214 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=724122075 TSecr=1626200352 WS=256"
"6509","12.921281000","172.20.7.83","8.43.72.52","TCP","66","57040 > 80 [ACK] Seq=5126 Ack=3641 Win=131072 Len=0 TSval=1626200378 TSecr=400621492"
"6510","12.921319000","172.20.7.83","52.4.34.161","TCP","66","57214 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626200378 TSecr=724122075"
"6511","12.921497000","69.25.24.26","172.20.7.83","TCP","66","80 > 57210 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460 WS=16 SACK_PERM=1"
"6512","12.921523000","172.20.7.83","52.4.34.161","HTTP","609","GET /partner/868092.png HTTP/1.1 "
"6513","12.921546000","172.20.7.83","69.25.24.26","TCP","54","57210 > 80 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6514","12.921698000","172.20.7.83","69.25.24.26","TCP","1514","[TCP segment of a reassembled PDU]"
"6515","12.921699000","172.20.7.83","69.25.24.26","TCP","1514","[TCP segment of a reassembled PDU]"
"6516","12.921699000","172.20.7.83","69.25.24.26","TCP","1514","[TCP segment of a reassembled PDU]"
"6517","12.922231000","54.84.228.233","172.20.7.83","TCP","66","443 > 57213 [ACK] Seq=1 Ack=518 Win=19200 Len=0 TSval=668952312 TSecr=1626200365"
"6518","12.922400000","54.84.228.233","172.20.7.83","TLSv1.2","1514","Server Hello"
"6519","12.922403000","54.84.228.233","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6520","12.922458000","172.20.7.83","54.84.228.233","TCP","66","57213 > 443 [ACK] Seq=518 Ack=2897 Win=128864 Len=0 TSval=1626200379 TSecr=668952312"
"6521","12.922548000","54.84.228.233","172.20.7.83","TCP","1266","[TCP segment of a reassembled PDU]"
"6522","12.922551000","211.14.21.29","172.20.7.83","TCP","66","80 > 57207 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1 WS=2048"
"6523","12.922587000","172.20.7.83","54.84.228.233","TCP","66","57213 > 443 [ACK] Seq=518 Ack=4097 Win=129856 Len=0 TSval=1626200379 TSecr=668952312"
"6524","12.922611000","172.20.7.83","211.14.21.29","TCP","54","57207 > 80 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6525","12.922791000","172.20.7.83","211.14.21.29","HTTP","428","GET /images/listing/tool/yads/uadf/yads_vimps-1.2.2.js?2015101201 HTTP/1.1 "
"6526","12.923042000","66.150.118.12","172.20.7.83","TCP","66","80 > 57212 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128"
"6527","12.923091000","172.20.7.83","66.150.118.12","TCP","54","57212 > 80 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6528","12.923235000","172.20.7.83","66.150.118.12","HTTP","644","GET /pixel/p-j_f_9hh7_PWUw.gif?idmatch=0 HTTP/1.1 "
"6529","12.923907000","104.87.131.106","172.20.7.83","TCP","66","80 > 57202 [FIN, ACK] Seq=1 Ack=2 Win=28256 Len=0 TSval=1195812680 TSecr=1626200338"
"6530","12.923976000","172.20.7.83","104.87.131.106","TCP","66","57202 > 80 [ACK] Seq=2 Ack=2 Win=131296 Len=0 TSval=1626200380 TSecr=1195812680"
"6531","12.924356000","54.84.228.233","172.20.7.83","TLSv1.2","1135","Certificate"
"6532","12.924415000","172.20.7.83","54.84.228.233","TCP","66","57213 > 443 [ACK] Seq=518 Ack=5166 Win=129984 Len=0 TSval=1626200380 TSecr=668952312"
"6533","12.924551000","104.87.131.106","172.20.7.83","TCP","66","80 > 57203 [FIN, ACK] Seq=1 Ack=2 Win=28256 Len=0 TSval=1003622727 TSecr=1626200338"
"6534","12.924595000","172.20.7.83","104.87.131.106","TCP","66","57203 > 80 [ACK] Seq=2 Ack=2 Win=131296 Len=0 TSval=1626200380 TSecr=1003622727"
"6535","12.925881000","172.20.7.83","54.84.228.233","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request"
"6536","12.927356000","72.251.229.242","172.20.7.83","TCP","66","80 > 57215 [ACK] Seq=1 Ack=600 Win=4979 Len=0 TSval=1513393677 TSecr=1626200368"
"6537","12.933188000","54.172.55.84","172.20.7.83","TCP","66","80 > 57216 [ACK] Seq=1 Ack=621 Win=15872 Len=0 TSval=2510607311 TSecr=1626200373"
"6538","12.934850000","216.58.216.206","172.20.7.83","TLSv1.2","180","Application Data"
"6539","12.934930000","172.20.7.83","216.58.216.206","TCP","66","56032 > 443 [ACK] Seq=9071 Ack=161 Win=4092 Len=0 TSval=1626200388 TSecr=3192838173"
"6540","12.935142000","216.58.216.206","172.20.7.83","TLSv1.2","1484","Application Data"
"6541","12.935145000","216.58.216.206","172.20.7.83","TLSv1.2","1484","Application Data"
"6542","12.935147000","216.58.216.206","172.20.7.83","TLSv1.2","159","Application Data"
"6543","12.935189000","172.20.7.83","216.58.216.206","TCP","66","56032 > 443 [ACK] Seq=9071 Ack=1579 Win=4051 Len=0 TSval=1626200388 TSecr=3192838173"
"6544","12.935189000","172.20.7.83","216.58.216.206","TCP","66","56032 > 443 [ACK] Seq=9071 Ack=2997 Win=4007 Len=0 TSval=1626200388 TSecr=3192838173"
"6545","12.935250000","172.20.7.83","216.58.216.206","TCP","66","56032 > 443 [ACK] Seq=9071 Ack=3090 Win=4004 Len=0 TSval=1626200388 TSecr=3192838173"
"6546","12.935255000","172.20.7.83","216.58.216.206","TCP","66","[TCP Window Update] 56032 > 443 [ACK] Seq=9071 Ack=3090 Win=4096 Len=0 TSval=1626200388 TSecr=3192838173"
"6547","12.935295000","216.58.216.206","172.20.7.83","TLSv1.2","112","Application Data"
"6548","12.935327000","172.20.7.83","216.58.216.206","TCP","66","56032 > 443 [ACK] Seq=9071 Ack=3136 Win=4094 Len=0 TSval=1626200388 TSecr=3192838173"
"6549","12.935568000","172.20.7.83","216.58.216.206","TLSv1.2","112","Application Data"
"6550","12.937101000","107.22.237.47","172.20.7.83","TCP","74","80 > 57217 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=749780227 TSecr=1626200369 WS=256"
"6551","12.937179000","172.20.7.83","107.22.237.47","TCP","66","57217 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626200390 TSecr=749780227"
"6552","12.937350000","172.20.7.83","107.22.237.47","HTTP","1006","GET /um?partner=google&r=http://cm.g.doubleclick.net/pixel HTTP/1.1 "
"6553","12.938643000","54.172.55.84","172.20.7.83","HTTP","341","HTTP/1.1 302 Found "
"6554","12.938722000","172.20.7.83","54.172.55.84","TCP","66","57216 > 80 [ACK] Seq=621 Ack=276 Win=131488 Len=0 TSval=1626200391 TSecr=2510607312"
"6555","12.940849000","208.71.122.1","172.20.7.83","TCP","58","80 > 57211 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460"
"6556","12.940941000","172.20.7.83","208.71.122.1","TCP","54","57211 > 80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"6557","12.941152000","172.20.7.83","208.71.122.1","HTTP","738","GET /t/v1/event?migClientId=6726&migAction=krux&migSource=mig&migRandom=6354295435&migParam1=KFrQH57Y HTTP/1.1 "
"6558","12.943156000","54.84.228.233","172.20.7.83","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6559","12.943246000","172.20.7.83","54.84.228.233","TCP","66","57213 > 443 [ACK] Seq=644 Ack=5408 Win=130816 Len=0 TSval=1626200395 TSecr=668952317"
"6560","12.945020000","172.20.7.83","54.84.228.233","TCP","1514","[TCP segment of a reassembled PDU]"
